# Flame Wheel
000000000;4291420554;0;Tx; 
000000000;4272321920;0;Rx; 
000000000;4272321920;1;U Rx;V
000000000;4272321920;2;A1; 
000000000;4272321920;3;A2; 
000000000;4272321920;4;Q;%
001073617;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;98
001074119;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001074639;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001075177;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001075680;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001076199;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001076748;4272321920;1;1;2;469;2;1;0;9;3;1;0;9;4;1;0;100
001077239;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001077759;4272321920;1;1;2;469;2;1;0;9;3;1;0;9;4;1;0;100
001078315;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001078799;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001079319;4272321920;1;1;2;472;2;1;0;9;3;1;0;9;4;1;0;100
001079874;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001080359;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001080879;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001081423;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001081919;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001082440;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;94
001082977;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001083479;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001083999;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001084537;4272321920;1;1;2;469;2;1;0;9;3;1;0;9;4;1;0;100
001085039;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001085559;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001086097;4272321920;1;1;2;469;2;1;0;9;3;1;0;9;4;1;0;100
