# Flame Wheel
000000000;4291420554;0;Tx; 
001086600;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001087119;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001087668;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001088159;4272321920;1;1;2;472;2;1;0;9;3;1;0;9;4;1;0;100
001088679;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001089235;4272321920;1;1;2;469;2;1;0;9;3;1;0;9;4;1;0;100
001089719;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001090239;4272321920;1;1;2;469;2;1;0;9;3;1;0;9;4;1;0;100
001090794;4272321920;1;1;2;469;2;1;0;9;3;1;0;9;4;1;0;100
001091279;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001091799;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001092344;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001092839;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001093360;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001093897;4272321920;1;1;2;469;2;1;0;9;3;1;0;9;4;1;0;100
001094399;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001094919;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001095457;4272321920;1;1;2;469;2;1;0;9;3;1;0;9;4;1;0;100
001095959;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001096479;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001097017;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001097520;4272321920;1;1;2;472;2;1;0;9;3;1;0;9;4;1;0;100
001098039;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001098586;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001099079;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001099599;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;98
001100154;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;98
001100639;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001101159;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001101714;4272321920;1;1;2;472;2;1;0;9;3;1;0;9;4;1;0;100
001102199;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001102719;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001103267;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001103759;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001104280;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001104817;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001105319;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001105839;4272321920;1;1;2;472;2;1;0;9;3;1;0;9;4;1;0;98
001106377;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001106879;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001107399;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001107937;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001108440;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001108959;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001109506;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001109999;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001110519;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001111074;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;98
001111559;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001112079;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001112634;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001113119;4272321920;1;1;2;469;2;1;0;9;3;1;0;9;4;1;0;100
001113639;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001114185;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001114679;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001115200;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001115737;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001116239;4272321920;1;1;2;469;2;1;0;9;3;1;0;9;4;1;0;100
001116759;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001117297;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001117799;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001118319;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;98
001118857;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001119360;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001119879;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001120425;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001120919;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001121439;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001121994;4272321920;1;1;2;472;2;1;0;9;3;1;0;9;4;1;0;100
001122479;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001122999;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001123554;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001124039;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001124559;4272321920;1;1;2;469;2;1;0;9;3;1;0;9;4;1;0;100
001125105;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001125599;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001126120;4272321920;1;1;2;469;2;1;0;9;3;1;0;9;4;1;0;100
001126657;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001127159;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001127679;4272321920;1;1;2;469;2;1;0;9;3;1;0;9;4;1;0;100
001128217;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001128719;4272321920;1;1;2;469;2;1;0;9;3;1;0;9;4;1;0;100
001129239;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001129777;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001130280;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;98
001130799;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001131345;4272321920;1;1;2;472;2;1;0;9;3;1;0;9;4;1;0;100
001131839;4272321920;1;1;2;471;2;1;0;9;3;1;0;9;4;1;0;100
001132359;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
001132914;4272321920;1;1;2;470;2;1;0;9;3;1;0;9;4;1;0;100
